"PersonID","Name","ZhName","AltName","AltZhName","AltSpelling","AltZhSpelling","Surname","IsProperName","Gender","BirthYear","DeathYear","BirthPlace","DeathPlace","StrongID","UpdatedStrongID","RefStrongID","RefBirth","RefDeath","RefAge","RefCorrections","RefClass","RefParent","RefNotes","RefDetail","Verses","RefSpouse","RefFatherBFTID","RefRank","BFTID","IsFatherMatch","Spouse","IsStrongMatch","IsChildMatch","KoName","IsHide"
1521,Hurai,戶萊,Hiddai,希太,"","","","1",M,"","","","","H1914, H2360","H1914,H2360","",0,"","",,"","",,"","2Sam 23:30; 1Chr 11:32; ","",0,0,0,,"",,,힛대,
1522,Hiel,希伊勒,"","","","","","1",M,"","","","",H2419,H2419,"",0,"","",,"","",,"","1Kgs 16:34; ","",0,0,0,,"",,,히엘,
1523,Hilkiah,希勒家,"","","","","","1",M,"","","","",H2518,H2518,"",0,"","",,"","",,"","2Kgs 18:18; 2Kgs 18:26; 2Kgs 18:37; Isa 22:20; Isa 36:22; ","",0,0,0,,"",,,힐기야,
1524,Hilkiah,希勒家,"","","","","","1",M,"","","","",H2518,H2518,H2518,0,"","",,Israel priest,Shallum,,"(1 Chronicles 6:13, Ezra 7:1-2)","2Kgs 22:4; 2Kgs 22:8; 2Kgs 22:10; 2Kgs 22:12; 2Kgs 22:14; 2Kgs 23:4; 2Kgs 23:24; 1Chr 6:13; 1Chr 9:11; 2Chr 34:9; 2Chr 34:14; 2Chr 34:15; 2Chr 34:18; 2Chr 34:20; 2Chr 34:22; 2Chr 35:8; Ezra 7:1; Neh 11:11; Isa 36:3; Jer 29:3; ","",200,1,201,1,"",1,,힐기야,
1525,Hilkiah,希勒家,"","","","","","1",M,"","","","",H2518,H2518,H2518,0,"","",,Israel priest,Amzi,,(1 Chronicles 6:45-46),"1Chr 6:45; ","",279,1,280,1,"",1,,힐기야,
1526,Hilkiah,希勒家,"","","","","","1",M,"","","","",H2518,H2518,"",0,"","",,"","",,"","1Chr 26:11; ","",0,0,0,,"",,,힐기야,
1527,Hilkiah,希勒家,"","","","","","1",M,"","","","",H2518,H2518,"",0,"","",,"","",,"",Neh 8:4; ,"",0,0,0,,"",,,힐기야,
1528,Hilkiah,希勒家,"","","","","","1",M,"","","","",H2518,H2518,"",0,"","",,"","",,"",Neh 12:7; Neh 12:21; ,"",0,0,0,,"",,,힐기야,
1529,Hilkiah,希勒家,"","","","","","1",M,"","","","",H2518,H2518,"",0,"","",,"","",,"",Jer 1:1; ,"",0,0,0,,"",,,힐기야,
1530,Hillel,希列,"","","","","","1",M,"","","","",H1985,H1985,"",0,"","",,"","",,"",Judg 12:13; Judg 12:15; ,"",0,0,0,,"",,,힐렐,
1531,Hirah,希拉,"","","","","","1",M,"","","","",H2437,H2437,"",0,"","",,"","",,"",Gen 38:1; Gen 38:12; ,"",0,0,0,,"",,,히라,
1532,Hiram,希蘭,Huram,"","","","","1",M,"","","","","H2361, H2438","H2361,H2438","",0,"","",,"","",,"","2Sam 5:11; 1Kgs 5:1; 1Kgs 5:2; 1Kgs 5:7; 1Kgs 5:8; 1Kgs 5:10; 1Kgs 5:11; 1Kgs 5:12; 1Kgs 5:18; 1Kgs 9:11; 1Kgs 9:12; 1Kgs 9:14; 1Kgs 9:27; 1Kgs 10:11; 1Kgs 10:22; 1Chr 14:1; 2Chr 2:3; 2Chr 2:11; 2Chr 2:12; 2Chr 8:2; 2Chr 8:18; 2Chr 9:10; 2Chr 9:21; ","",0,0,0,,"",,,후람<,
1533,Hiram,希蘭,Huram,戶蘭,"","","","1",M,"","","","","H2361, H2438","H2361,H2438","",0,"","",,"","",,"","1Kgs 7:13; 1Kgs 7:40; 1Kgs 7:45; 2Chr 4:11; 2Chr 4:16; ","",0,0,0,,"",,,후람<,
1534,Hivite,希未人,"","","","","","1",M,"","","","",H2340,H2340,"",0,"","",,"","",,"",Gen 10:17; Gen 34:2; Gen 36:2; Exod 23:28; Exod 33:2; Exod 34:11; Josh 9:1; Josh 11:3; 1Chr 1:15; ,"",0,0,0,,"",,,히위 족속,
1535,Hizkiah,希西家,Hezekiah,"","","","","1",M,"","","","",H2396,H2396,"",0,"","",,"","",,"",Zeph 1:1; ,"",0,0,0,,"",,,히스기야,
1536,Hizkijah,希西家,Hezekiah,"",Hizkiah,"","","1",M,"","","","",H2396,H2396,"",0,"","",,"","",,"",Neh 10:17; ,"",0,0,0,,"",,,히스기야,
1537,Hobab,何巴,"","","","","","1",M,"","","","",H2246,H2246,"",0,"","",,"","",,"",Num 10:29; Judg 4:11; ,"",0,0,0,,"",,,호밥,
1538,Hod,河得,"","","","","","1",M,"","","","",H1936,H1936,H1936,0,"","",,Israel,Zophah,,(1 Chronicles 7:37),"1Chr 7:37; ","",654,7,661,0,"",1,,훗,
1539,Hodaiah,何大雅,Hodaviah,"何達威, 何達威雅","","","","1",M,"","","","",H1939,H1939,"H1937, H1938, H1939",0,"","",H1939,Israel,Elioenai,"not H1937=Hodevah = ""praise of Jehovah""
1) the head of a Levitical family returning from Exile in the time of Nehemiah
not H1398=Hodaviah = """"praise ye Jehovah""""
1) a man of Manasseh, one of the heads of the half tribe on the east of Jordan
2) a man of Benjamin, son of Has-senuah
3) a Levite, who seems to have given his name to an important family in the tribe""",(1 Chronicles 3:24),"1Chr 3:24; ","",476,1,477,1,"",0,,호다위야,
1540,Hodaviah,何達威雅,"","","","","","1",M,"","","","",H1938,H1938,"",0,"","",,"","",,"","1Chr 5:24; ","",0,0,0,,"",,,호다위야,
1541,Hodaviah,何達威雅,"","","","","","1",M,"","","","",H1938,H1938,"",0,"","",,"","",,"","1Chr 9:7; ","",0,0,0,,"",,,호다위야,
1542,Hodevah,何達威,"Hodaviah, Judah","何達威雅, 猶大","","","","1",M,"","","","","H1937, H1938, H3063","H1937,H1938,H3063","",0,"","",,"","",,"",Ezra 2:40; Ezra 3:9; Neh 7:43; ,"",0,0,0,,"",,,호드야,
1543,Hodesh,賀得,"","","","","","1",F,"","","","",H2321,H2321,"",0,"","",,"","",,"","1Chr 8:9; ","",0,0,0,,Shaharaim (2513),,,호데스,
1544,Hodiah,荷第雅,"","","","","","1",M,"","","","",H1940,H1940,"",0,"","",,"","",,"","1Chr 4:19; ","",0,0,0,,Mered (2005),,,호디야,
1545,Hodijah,荷第雅,"","",Hodiah,"","","1",M,"","","","",H1941,H1941,"",0,"","",,"","",,"",Neh 8:7; Neh 9:5; Neh 10:10; ,"",0,0,0,,"",,,호디야,
1546,Hodijah,荷第雅,"","",Hodiah,"","","1",M,"","","","",H1941,H1941,"",0,"","",,"","",,"",Neh 10:13; ,"",0,0,0,,"",,,호디야,
1547,Hodijah,荷第雅,"","",Hodiah,"","","1",M,"","","","",H1941,H1941,"",0,"","",,"","",,"",Neh 10:18; ,"",0,0,0,,"",,,호디야,
1548,Hoglah,曷拉,"","","","","","1",M,"","","","",H2295,H2295,H2295,0,"","",,Israel female,Zelophehad,,(Numbers 27:1),Num 26:33; Num 27:1; Num 36:11; Josh 17:3; ,"",723,3,726,0,"",1,,호글라,
1549,Hoham,何咸,"","","","","","1",M,"","","","",H1944,H1944,"",0,"","",,"","",,"",Josh 10:3; ,"",0,0,0,,"",,,호함,
1550,Hophni,何弗尼,"","","","","","1",M,"","","","",H2652,H2652,"",0,"","",,"","",,"","1Sam 1:3; 1Sam 2:34; 1Sam 4:4; 1Sam 4:11; 1Sam 4:17; ","",0,0,0,,"",,,홉니,
1551,Horam,荷蘭,"","","","","","1",M,"","","","",H2036,H2036,"",0,"","",,"","",,"",Josh 10:33; ,"",0,0,0,,"",,,호람,
1552,Hori,何利,"","","","","","1",M,"","","","",H2753,H2753,"",0,"","",,"","",,"",Gen 36:22; Gen 36:30; 1Chr 1:39; ,"",0,0,0,,"",,,호리 족속,
1553,Hori,何利,"","","","","","1",M,"","","","",H2753,H2753,"",0,"","",,"","",,"",Num 13:5; ,"",0,0,0,,"",,,호리 족속,
1554,Hosah,何薩,"","","","","","1",M,"","","","",H2621,H2621,"",0,"","",,"","",,"","1Chr 16:38; 1Chr 26:10; 1Chr 26:11; 1Chr 26:16; ","",0,0,0,,"",,,호사,
1555,Hosea,何西亞,Osee,"","",何細亞,"","1",M,"","","","","G5617, H1954","G5617,H1954","",0,"","",,"","",,"",Hos 1:1; Hos 1:2; Rom 9:25; ,"",0,0,0,,Gomer (1329),,,호세아,
1556,Hoshaiah,何沙雅,"","","","","","1",M,"","","","",H1955,H1955,"",0,"","",,"","",,"",Neh 12:32; ,"",0,0,0,,"",,,호세아,
1557,Hoshaiah,何沙雅,"","","","","","1",M,"","","","",H1955,H1955,"",0,"","",,"","",,"",Jer 42:1; Jer 43:2; ,"",0,0,0,,"",,,호세아,
1558,Hoshama,何沙瑪,"","","","","","1",M,"","","","",H1953,H1953,H1953,0,"","",,Israel,Jehoiachin (or Jeconiah),,(1 Chronicles 3:18),"1Chr 3:18; ","",446,7,496,0,"",1,,호사마,
1559,Hoshea,何細亞,"","","","","","1",M,"","","","",H1954,H1954,"",0,"","",,"","",,"","2Kgs 15:30; 2Kgs 17:1; 2Kgs 17:3; 2Kgs 17:4; 2Kgs 17:6; 2Kgs 18:1; 2Kgs 18:9; 2Kgs 18:10; ","",0,0,0,,"",,,호세아,
1560,Hoshea,何細亞,"","","","","","1",M,"","","","",H1954,H1954,"",0,"","",,"","",,"","1Chr 27:20; ","",0,0,0,,"",,,호세아,
1561,Hoshea,何細亞,"","","","","","1",M,"","","","",H1954,H1954,"",0,"","",,"","",,"",Neh 10:23; ,"",0,0,0,,"",,,호세아,
1562,Hotham,何坦,Helem,希連,"","","","1",M,"","","","","H1987, H2369","H1987,H2369","",0,"","",,"","",,"","1Chr 7:32; 1Chr 7:35; ","",0,0,0,,"",,,헬렘,
1563,Hothan,何坦,Hotham,"","","","","1",M,"","","","",H2369,H2369,"",0,"","",,"","",,"","1Chr 11:44; ","",0,0,0,,"",,,호담,
1564,Hothir,何提,"","","","","","1",M,"","","","",H1956,H1956,"",0,"","",,"","",,"","1Chr 25:4; 1Chr 25:28; ","",0,0,0,,"",,,호딜,
1566,Hul,戶勒,"","","","","","1",M,"","","","",H2343,H2343,H2343,0,"","",,base,Aram,,"(Genesis 10:23, 1 Chronicles 1:17)",Gen 10:23; 1Chr 1:17; ,"",936,2,938,0,"",1,,훌,
1567,Huldah,戶勒大,"","","","","","1",F,"","","","",H2468,H2468,"",0,"","",,"","",,"","2Kgs 22:14; 2Chr 34:22; ","",0,0,0,,Shallum (2515),,,훌다,
1568,Huppah,胡巴,"","","","","","1",M,"","","","",H2647,H2647,"",0,"","",,"","",,"","1Chr 24:13; ","",0,0,0,,"",,,,
1569,Huram,希蘭,"Huppim, Hupham","戶反, 戶品","","","","1",M,"","","","","H2349, H2361, H2650","H2349,H2361,H2650","",0,"","",,"","",,"",Gen 46:21; Num 26:39; 1Chr 8:5; ,"",0,0,0,,"",,,후밤,
1570,Huppim,戶品,"","","","","","1",M,"","","","",H2650,H2650,"",0,"","",,Israel,Iri,,"(1 Chronicles 7:12, Numbers 26:38)","1Chr 7:12; 1Chr 7:15; ","",767,2,769,0,"",,,,
1571,Hur,戶珥,"",便戶珥,"","","","1",M,"","","","",H2354,H2354,"H1133, H2354",0,"","",H2354,Israel,Caleb (or Carmi or Chelubai),"not H1133=Ben-hur = ""son of whiteness"" or ""son of Chur""
1) a man who was commissariat officer for Solomon in Mount Ephraim","(1 Chronicles 2:19, 1 Chronicles 4:1)His mother was Ephrath/Ephrathah.",Exod 17:10; Exod 17:12; Exod 24:14; Exod 31:2; Exod 35:30; Exod 38:22; 1Chr 2:19; 1Chr 2:20; 1Chr 2:50; 1Chr 4:1; 1Chr 4:4; 2Chr 1:5; ,"",514,5,531,0,"",0,,훌,
1572,Hur,戶珥,"","","","","","1",M,"","","","",H2354,H2354,"",0,"","",,"","",,"",Num 31:8; Josh 13:21; ,"",0,0,0,,"",,,훌,
1573,Hur,便戶珥,Ben-hur,"","","","","1",M,"","","","",H1133,H1133,"",0,"","",,"","",,"","1Kgs 4:8; ","",0,0,0,,"",,,벤훌,
1574,Hur,戶珥,"","","","","","1",M,"","","","",H2354,H2354,"",0,"","",,"","",,"",Neh 3:9; ,"",0,0,0,,"",,,훌,
1575,Huram,希蘭,"","","","","","1",M,"","","","",H2361,H2361,"",0,"","",,"","",,"","2Chr 2:13; ","",0,0,0,,"",,,후람<,
1576,Huri,戶利,"","","","","","1",M,"","","","",H2359,H2359,"",0,"","",,"","",,"","1Chr 5:14; ","",0,0,0,,"",,,후리,
1577,Hushai,戶篩,"","","","","","1",M,"","","","",H2365,H2365,"",0,"","",,"","",,"","2Sam 15:32; 2Sam 15:37; 2Sam 16:16; 2Sam 16:17; 2Sam 16:18; 2Sam 17:5; 2Sam 17:6; 2Sam 17:7; 2Sam 17:8; 2Sam 17:14; 2Sam 17:15; 1Kgs 4:16; 1Chr 27:33; ","",0,0,0,,"",,,후새,
1578,Husham,戶珊,"","","","","","1",M,"","","","",H2367,H2367,"",0,"","",,"","",,"",Gen 36:34; Gen 36:35; 1Chr 1:45; 1Chr 1:46; ,"",0,0,0,,"",,,후삼,
1579,Hushim,戶伸,Shuham,書含, ,"","","1",M,"","","","","H2366, H7748","H2366,H7748","",0,"","",,"","",,"",Gen 46:23; Num 26:42; ,"",0,0,0,,"",,,후심,
1580,Hushim,戶伸,"","","","","","1",M,"","","","",H2366,H2366,"",0,"","",,"","",,"","1Chr 7:12; ","",0,0,0,,"",,,후심,
1581,Hushim,戶伸,"","","","","","1",M,"","","","",H2366,H2366,"",0,"","",,"","",,"","1Chr 8:8; 1Chr 8:11; ","",0,0,0,,Shaharaim (2513),,,후심,
1582,Huz,烏斯,Uz,"","","","","1",M,"","","","",H5780,H5780,"",0,"","",,"","",,"",Gen 22:21; ,"",0,0,0,,"",,,우스,
1583,Hymenaeus,許米乃,"","","","","","1",M,"","","","",G5211,G5211,"",0,"","",,"","",,"","1Tim 1:20; 2Tim 2:17; ","",0,0,0,,"",,,후메내오,
1584,Ibhar,益轄,"","","","","","1",M,"","",Jerusalem,"",H2984,H2984,H2984,0,"","",,Israel,David,,(1 Chronicles 3:6),"2Sam 5:15; 1Chr 3:6; 1Chr 14:5; ","",371,11,501,0,"",1,,입할,
1585,Ibneiah,伊比尼雅,"","","","","","1",M,"","","","",H2997,H2997,"",0,"","",,"","",,"","1Chr 9:8; ","",0,0,0,,"",,,이브느야,
1586,Ibnijah,伊比尼雅,"","","","","","1",M,"","","","",H2998,H2998,"",0,"","",,"","",,"","1Chr 9:8; ","",0,0,0,,"",,,이브니야,
1587,Ibri,伊比利,"","","","","","1",M,"","","","",H5681,H5681,H5681,0,"","",,Israel priest,Merari,,(1 Chronicles 24:27),"1Chr 24:27; ","",264,6,292,0,"",1,,히브리 사람,
1588,Ibzan,以比讚,"","","","","","1",M,"","","","",H78,H78,"",0,"","",,"","",,"",Judg 12:8; Judg 12:10; ,"",0,0,0,,"",,,입산,
1589,Ichabod's,,,,Ichabod's,,"","1",M,"","","","",H350,H350,,,,,,,,,,"1Sam 14:3; ",,,,,,,,,이가봇,
1590,Idbash,伊得巴,"","","","","","1",M,"","","","",H3031,H3031,H3031,0,"","",,Israel,Etam,,(1 Chronicles 4:3),"1Chr 4:3; ","",555,3,558,0,"",1,,잇바스,
1591,Iddo,易多,"","","","","","1",M,"","","","",H5714,H5714,"",0,"","",,"","",,"","1Kgs 4:14; ","",0,0,0,,"",,,잇도,
1592,Adaiah,亞大雅,Iddo,易多,"","","","1",M,"","","","","H5714, H5718","H5714,H5718",H5718,0,"","",,Israel priest,Ethan,,(1 Chronicles 6:41),"1Chr 6:21; 1Chr 6:41; ","",161,1,162,1,"",0,,잇도,
1593,Iddo,易多,Jaddai,雅玳,"","","","1",M,"","","","",H3035,H3035,"",0,"","",,"","",,"","1Chr 27:21; ","",0,0,0,,"",,,잇도,
1594,Iddo,易多,"","","","","","1",M,"","","","","H3260, H5714","H3260,H5714","",0,"","",,"","",,"","2Chr 9:29; 2Chr 12:15; 2Chr 13:22; ","",0,0,0,,"",,,잇도,
1595,Iddo,易多,"","","","","","1",M,"","","","",H5714,H5714,"",0,"","",,"","",,"",Ezra 5:1; Ezra 6:14; Zech 1:1; Zech 1:7; ,"",0,0,0,,"",,,잇도,
1596,Iddo,易多,"","","","","","1",M,"","","","",H112,H112,"",0,"","",,"","",,"",Ezra 8:17; ,"",0,0,0,,"",,,잇도,
1597,Iddo,易多,"","","","","","1",M,"","","","",H5714,H5714,"",0,"","",,"","",,"",Neh 12:4; Neh 12:16; ,"",0,0,0,,"",,,잇도,
1598,Igal,以甲,"","","",以迦,"","1",M,"","","","",H3008,H3008,"",0,"","",,"","",,"",Num 13:7; ,"",0,0,0,,"",,,이갈,
1599,Igal,以甲,"","","","","","1",M,"","","","",H3008,H3008,"",0,"","",,"","",,"","2Sam 23:36; ","",0,0,0,,"",,,이갈,
1600,Igdaliah,伊基大利,"","","","","","1",M,"","","","",H3012,H3012,"",0,"","",,"","",,"",Jer 35:4; ,"",0,0,0,,"",,,익다랴,
1601,Jeush,耶烏施,"","","","","","1",M,"","","","",H3274,H3274,"H3266, H3274",0,"","",,Israel,Bilhan,,(1 Chronicles 7:10),"1Chr 7:10; ","",852,1,853,1,"",0,,여우스,
1602,Jeush,耶烏施,"","","","","","1",M,"","","","",H3266,H3266,"",0,"","",,"","",,"","1Chr 23:10; 1Chr 23:11; ","",0,0,0,,"",,,여우스,
1603,Jeush,耶烏施,"","","","","","1",M,"","",Jerusalem,"",H3266,H3266,"",0,"","",,"","",,"","2Chr 11:19; ","",0,0,0,,"",,,여우스,
1604,Jeuz,耶烏斯,"","","","","","1",M,"","","","",H3263,H3263,H3263,0,"","",,Israel,Shaharaim,,(1 Chronicles 8:10),"1Chr 8:10; ","",783,5,788,0,"",1,,여우스,
1605,Jezebel,耶洗別,"","","","","","1",F,"","","","","G2403, H348","G2403,H348","",0,"","",,"","",,"","1Kgs 16:31; 1Kgs 18:4; 1Kgs 18:13; 1Kgs 18:19; 1Kgs 19:1; 1Kgs 19:2; 1Kgs 21:5; 1Kgs 21:7; 1Kgs 21:11; 1Kgs 21:14; 1Kgs 21:15; 1Kgs 21:23; 1Kgs 21:25; 2Kgs 9:7; 2Kgs 9:10; 2Kgs 9:22; 2Kgs 9:30; 2Kgs 9:36; 2Kgs 9:37; Rev 2:20; ","",0,0,0,,Ahab (113),,,이세벨,
1606,Jezer,耶色,"","","","","","1",M,"","","","",H3337,H3337,H3337,0,"","",,Israel,Naphtali,,"(Genesis 26:24, 1 Chronicles 7:13)",Gen 46:24; Num 26:49; 1Chr 7:13; ,"",612,3,617,0,"",1,,예셀,
1607,Jeziah,耶西雅,Izziah,"","","","","1",M,"","","","",H3150,H3150,"",0,"","",,"","",,"",Ezra 10:25; ,"",0,0,0,,"",,,잇시야,
1608,Jeziel,耶薛,"","","","","","1",M,"","","","",H3149,H3149,"",0,"","",,"","",,"","1Chr 12:3; ","",0,0,0,,"",,,여시엘,
1609,Jezliah,伊斯利亞,Izliah,"","","","","1",M,"","","","",H3152,H3152,"",0,"","",,"","",,"","1Chr 8:18; ","",0,0,0,,"",,,이슬리아,
1610,Jezoar,瑣轄,"Zehoar, Izhar","","","","","1",M,"","","","",H3328,H3328,"",0,"","",,"","",,"","1Chr 4:7; ","",0,0,0,,"",,,이소할,
1611,Jezrahiah,伊斯拉希,"","","","","","1",M,"","","","",H3156,H3156,"",0,"","",,"","",,"",Neh 12:42; ,"",0,0,0,,"",,,이스라히야,
1612,Jezreel,耶斯列,"","","","","","1",M,"","","","",H3157,H3157,"",0,"","",,Israel,Etam,,(1 Chronicles 4:3),"1Chr 4:3; ","",555,1,556,0,"",1,,이스르엘,
1613,Jezreel,耶斯列,"","","","","","1",M,"","","","",H3157,H3157,"",0,"","",,"","",,"",Hos 1:4; Hos 1:5; Hos 1:11; Hos 2:22; ,"",0,0,0,,"",,,이스르엘,
1614,Jibsam,易伯散,Ibsam,"","","","","1",M,"","","","",H3005,H3005,"",0,"","",,"","",,"","1Chr 7:2; ","",0,0,0,,"",,,입삼,
1615,Jidlaph,益拉,"","","","","","1",M,"","","","",H3044,H3044,H3044,0,"","",,base,Nahor,,(Genesis 22:22),Gen 22:22; ,"",921,7,929,0,"",1,,이들랍,
1616,Imnah,音拿,"Jimnah, Jimna","","","","","1",M,"","","","",H3232,H3232,H3232,0,"","",,Israel,Asher,Also: Imna or Jimnah,"(Genesis 46:17, 1 Chronicles 7:30)",Gen 46:17; Num 26:44; 1Chr 7:30; ,"",636,1,637,1,"",1,,임나<,
1617,Joab,約押,"","","","","","1",M,"","","","",H3097,H3097,H3097,0,"","",,Israel,Zeruiah,,(1 Chronicles 2:16),"1Sam 26:6; 2Sam 2:13; 2Sam 2:14; 2Sam 2:18; 2Sam 2:22; 2Sam 2:24; 2Sam 2:26; 2Sam 2:27; 2Sam 2:28; 2Sam 2:30; 2Sam 2:32; 2Sam 3:22; 2Sam 3:23; 2Sam 3:24; 2Sam 3:26; 2Sam 3:27; 2Sam 3:29; 2Sam 3:30; 2Sam 3:31; 2Sam 8:16; 2Sam 10:7; 2Sam 10:9; 2Sam 10:13; 2Sam 10:14; 2Sam 11:1; 2Sam 11:6; 2Sam 11:7; 2Sam 11:11; 2Sam 11:14; 2Sam 11:16; 2Sam 11:17; 2Sam 11:18; 2Sam 11:22; 2Sam 11:25; 2Sam 12:26; 2Sam 12:27; 2Sam 14:1; 2Sam 14:2; 2Sam 14:3; 2Sam 14:19; 2Sam 14:20; 2Sam 14:21; 2Sam 14:22; 2Sam 14:23; 2Sam 14:29; 2Sam 14:30; 2Sam 14:31; 2Sam 14:32; 2Sam 14:33; 2Sam 17:25; 2Sam 18:2; 2Sam 18:5; 2Sam 18:10; 2Sam 18:11; 2Sam 18:12; 2Sam 18:14; 2Sam 18:15; 2Sam 18:16; 2Sam 18:20; 2Sam 18:21; 2Sam 18:22; 2Sam 18:29; 2Sam 19:1; 2Sam 19:5; 2Sam 19:13; 2Sam 20:7; 2Sam 20:8; 2Sam 20:9; 2Sam 20:10; 2Sam 20:11; 2Sam 20:13; 2Sam 20:15; 2Sam 20:16; 2Sam 20:17; 2Sam 20:20; 2Sam 20:21; 2Sam 20:22; 2Sam 20:23; 2Sam 23:18; 2Sam 23:24; 2Sam 23:37; 2Sam 24:2; 2Sam 24:3; 2Sam 24:4; 2Sam 24:9; 1Kgs 1:7; 1Kgs 1:19; 1Kgs 1:41; 1Kgs 2:5; 1Kgs 2:22; 1Kgs 2:28; 1Kgs 2:29; 1Kgs 2:30; 1Kgs 2:31; 1Kgs 2:33; 1Kgs 11:15; 1Kgs 11:16; 1Kgs 11:21; 1Chr 2:16; 1Chr 11:6; 1Chr 11:8; 1Chr 11:20; 1Chr 11:26; 1Chr 11:39; 1Chr 18:15; 1Chr 19:8; 1Chr 19:10; 1Chr 19:14; 1Chr 19:15; 1Chr 20:1; 1Chr 21:2; 1Chr 21:3; 1Chr 21:4; 1Chr 21:5; 1Chr 21:6; 1Chr 26:28; 1Chr 27:7; 1Chr 27:24; 1Chr 27:34; Ps 60:1; ","",508,2,510,,"",1,,요압,
1618,Joab,約押,"","","","","","1",M,"","","","",H3097,H3097,"",0,"","",,"","",,"","1Chr 4:14; ","",0,0,0,,"",,,요압,
1619,Joab,約押,"","","","","","1",M,"","","","",H3097,H3097,"",0,"","",,"","",,"",Ezra 2:6; Neh 7:11; ,"",0,0,0,,"",,,요압,
1620,Joab,約押,"","","","","","1",M,"","","","",H3097,H3097,"",0,"","",,"","",,"",Ezra 8:9; ,"",0,0,0,,"",,,요압,
1621,Joah,約亞,"","","","","","1",M,"","","","",H3098,H3098,"",0,"","",,"","",,"","2Kgs 18:18; 2Kgs 18:26; 2Kgs 18:37; Isa 36:3; Isa 36:11; Isa 36:22; ","",0,0,0,,"",,,요아,
1622,Ethan,以探,Joah,約亞,"","","","1",M,"","","","","H3098, H387","H3098,H387",H387,0,"","",,Israel priest,Zimmah,,(1 Chronicles 6:42),"1Chr 6:21; 1Chr 6:42; ","",160,1,161,0,"",0,,요아,
1623,Joah,約亞,"","","","","","1",M,"","","","",H3098,H3098,"",0,"","",,"","",,"","1Chr 26:4; ","",0,0,0,,"",,,요아,
1624,Joah,約亞,"","","","","","1",M,"","","","",H3098,H3098,"",0,"","",,"","",,"","2Chr 29:12; ","",0,0,0,,"",,,요아,
1625,Joah,約亞,"","","","","","1",M,"","","","",H3098,H3098,"",0,"","",,"","",,"","2Chr 29:12; ","",0,0,0,,"",,,요아,
1626,Joah,約亞,"","","","","","1",M,"","","","",H3098,H3098,"",0,"","",,"","",,"","2Chr 34:8; ","",0,0,0,,"",,,요아,
1627,Joahaz,約哈斯,"","","","","","1",M,"","","","",H3099,H3099,"",0,"","",,"","",,"","2Chr 34:8; ","",0,0,0,,"",,,"여호아하스, 요하스",
1628,Joanna,約亞拿的,"Joannas, Joanan","","","","","1",M,"","","","",G2490,G2490,G2489,0,"","",G2490,messianicLine,Rhesa,Also: Joanna,(Luke 3:27),Luke 3:27; ,"",402,1,403,1,"",0,,요아난,
1629,Joanna,約亞拿,Joanan,"","","","","1",F,"","","","",G2489,G2489,"",0,"","",,"","",,"",Luke 8:3; Luke 24:10; ,"",0,0,0,,Chuza (945),,,요안나,
1630,Joash,約阿施,"","","","","","1",M,"","","","",H3101,H3101,"H3101, H3135",0,"","",,Israel,Abiezrites,,(Judges 6:11),Judg 6:11; Judg 6:29; Judg 6:30; Judg 6:31; Judg 7:14; Judg 8:13; Judg 8:29; Judg 8:32; ,"",709,1,710,,"",0,,요아스,
1631,Joash,約阿施,"","","","","","1",M,"","","","",H3101,H3101,"",0,"","",,"","",,"","1Kgs 22:26; 2Chr 18:25; ","",0,0,0,,"",,,요아스,
1632,Joash,約阿施,Jehoash,"","","","","1",M,"844 BC","0800 BC",Jerusalem,"Jerusalem","H3060, H3101","H3060,H3101","",0,"","",,"","",,"","2Kgs 11:2; 2Kgs 11:21; 2Kgs 12:1; 2Kgs 12:2; 2Kgs 12:4; 2Kgs 12:6; 2Kgs 12:7; 2Kgs 12:18; 2Kgs 12:19; 2Kgs 12:20; 2Kgs 13:1; 2Kgs 14:3; 1Chr 3:11; 2Chr 22:11; 2Chr 24:1; 2Chr 24:2; 2Chr 24:4; 2Chr 24:22; 2Chr 24:24; ","",0,0,0,,Jehoaddan (783),,,"여호아스, 요아스",
1633,Joash,約阿施,Jehoash,"","","","","1",M,"","","","","H3060, H3101","H3060,H3101","",0,"","",,"","",,"","2Kgs 13:9; 2Kgs 13:10; 2Kgs 13:10; 2Kgs 13:12; 2Kgs 13:13; 2Kgs 13:14; 2Kgs 13:25; 2Kgs 13:25; 2Kgs 14:1; 2Kgs 14:8; 2Kgs 14:9; 2Kgs 14:11; 2Kgs 14:13; 2Kgs 14:15; 2Kgs 14:16; 2Kgs 14:17; 2Kgs 14:17; 2Kgs 14:23; 2Kgs 14:27; 2Chr 25:17; 2Chr 25:18; 2Chr 25:21; 2Chr 25:23; 2Chr 25:25; Hos 1:1; Amos 1:1; ","",0,0,0,,"",,,"여호아스, 요아스",
1634,Joash,約阿施,"","","","","","1",M,"","","","",H3101,H3101,"H3101, H3135",0,"","",H3101,Israel,Shelah,"not H3135=Joash = ""Jehovah hastens""
1) a Benjamite, son of Becher
2) one of the officers in David's court",(1 Chronicles 4:22),"1Chr 4:22; ","",296,6,315,0,"",0,,요아스,
1635,Joash,約阿施,"","","","","","1",M,"","","","",H3135,H3135,"H3101, H3135",0,"","",,Israel,Becher,,(1 Chronicles 7:8),"1Chr 7:8; ","",841,2,843,0,"",0,,요아스,
